City,County,Code,Site,Waste Type,Waste Sub-Type,Description,Category,Label,Volume in mt,Increase,BQ,Radionuclides
LE VESINET,Yvelines,78650,IRSN - RADIOTOXICOLOGICAL MEDICAL ANALYZES,,,"SI (0,8 m3)",Low and medium short-lived activity,F3-7-01,"0,0632",,"2,00E+02","3H, 14C, 90Sr, Th, Pu, Am"
LE VESINET,Yvelines,78650,IRSN - RADIOTOXICOLOGICAL MEDICAL ANALYZES,,,"L.A. (0,2 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,00E+03","60Co, 137Cs, 133Ba, 226Ra, U, Th"
LE VESINET,Yvelines,78650,IRSN - RADIOTOXICOLOGICAL MEDICAL ANALYZES,,,"SLV (0,5 m3)",Low and medium short-lived activity,F3-7-01,"0,0295",,"1,00E+06","3H, 14C, 90Sr, U, Th, Am"
LE VESINET,Yvelines,78650,IRSN - RADIOTOXICOLOGICAL MEDICAL ANALYZES,,,"SO (1,2 m3)",Low and medium short-lived activity,F3-7-01,"0,0948",,"1,00E+06","3H, 90Sr, 232Th, Pu, Am, Po"
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"SC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,0768",,"1,00E+06","3H, 90Sr, 137Cs, 210Pb, 226Ra, 241Am"
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"7,00E+03",3H
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"LA (0,005 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,01E+06","3H, 22Na, 90Sr, 137Cs, 210Pb, 226Ra"
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,05E+07","90Sr, 137Cs, 152Eu, 154Eu, 210Pb, 241Am"
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"4,35E+08","226Ra, 238U"
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"4,03E+06","3H, 22Na, 36Cl"
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"2,00E+03",137Cs
FONTENAY-AUX-ROSES,Hauts-de-Seine,92032,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,,"SC (0,1 m3)",Very low activity,TFA(SC-SNC),"0,064",,"3,60E+07","210Pb, 226Ra, 230Th, 231Pa, 235U, 238U"
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"1,00E+03",241Am
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"SC (0,6 m3)",Very low activity,TFA(SC-SNC),"0,384",,"4,58E+05","60Co, 125Sb, 137Cs, 134Cs, 241Am, 108mAg"
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"L.A. (0,024 m3)",Low and medium short-lived activity,F3-7-01,0,,"3,67E+05","90Sr, 241Am"
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"SL (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"1,50E+05",238Pu
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"SLV (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"1,50E+05",238Pu
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"LA (0,009 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,53E+08","238Pu, 241Am"
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"SC (0,6 m3)",Very low activity,TFA(SC-SNC),"0,384",,"1,00E+06",241Am
CHERBOURG-EN-COTENTIN,Manche,50129,IRSN - RADIOECOLOGY LABORATORY,,,"SNC (0,6 m3)",Very low activity,TFA(SC-SNC),"0,6",,"1,00E+06",241Am
LE VESINET,Yvelines,78650,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,,"SLV (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"1,00E+06","3H, 14C, 137Cs"
LE VESINET,Yvelines,78650,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,,"SI (2,4 m3)",Low and medium short-lived activity,F3-7-01,"0,1896",,"2,00E+07","60Co, 137Cs, 133Ba, 241Am"
LE VESINET,Yvelines,78650,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,,"SC (0,72 m3)",Very low activity,TFA(SC-SNC),"0,4608",,"5,00E+06","137Cs, 133Ba, 241Am"
LE VESINET,Yvelines,78650,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,,SNC (2 m3),Very low activity,TFA(SC-SNC),2,,"5,00E+06","60Co, 137Cs, 241Am"
LE VESINET,Yvelines,78650,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,,"LA (1,89 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,00E+07","90Sr, U, Th"
MULHOUSE,Haut-Rhin,68224,IS2M - CNRS - UMR 7361,,,"SLV (0,00005 m3)",Low and medium short-lived activity,F3-7-01,"0,00000295",,4.40E+04,"3H, 14C"
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"SL (0,01 m3)",Low and medium short-lived activity,F3-7-01,"0,00059",,"2,70E+03","3H, 90Sr, 90Y"
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"SNC (0,03 m3)",Very low activity,TFA(SC-SNC),"0,03",,"1,00E+03","239Pu, 241Am"
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"SL (0,01 m3)",Low and medium short-lived activity,F3-7-01,"0,00059",,2.40E+02,"239Pu, 241Am"
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"4,33E+05","3H, 90Sr, 90Y, 177Lu"
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"SNC (0,004 m3)",Very low activity,TFA(SC-SNC),"0,004",,1.80E+03,"90Sr, 90Y"
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"L.A. (0,02 m3)",Low and medium short-lived activity,F3-7-01,0,,"6,20E+03",U
SAINT-LO,Manche,50502,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,,"L.A. (0,02 m3)",Low and medium short-lived activity,F3-7-01,0,,"3,60E+02","U, Th"
PLOUZANE,Finistère,29212,MARINE ENVIRONMENT AND SCIENCES LABORATORY - CNRS - UMR 6539,,,"SI (0,04 m3)",Low and medium short-lived activity,F3-7-01,"0,00316",,"4,00E+04","14C, 32Si"
PLOUZANE,Finistère,29212,MARINE ENVIRONMENT AND SCIENCES LABORATORY - CNRS - UMR 6539,,,"LA (0,057 m3)",Low and medium short-lived activity,F3-7-01,0,,"6,50E+05","14C, 32Si"
PLOUZANE,Finistère,29212,MARINE ENVIRONMENT AND SCIENCES LABORATORY - CNRS - UMR 6539,,,"SL (0,041 m3)",Low and medium short-lived activity,F3-7-01,"0,002419",,"1,10E+05","14C, 32Si"
TARBES,Hautes-Pyrénées,65440,PYRENEES AND LANDES LABORATORIES - WATER RADIOACTIVITY MEASUREMENT UNIT,,,"SC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,0768",,"3,63E+01","90Sr, 239Pu"
TARBES,Hautes-Pyrénées,65440,PYRENEES AND LANDES LABORATORIES - WATER RADIOACTIVITY MEASUREMENT UNIT,,,"LA (0,05 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,26E+02","3H, 90Sr, 239Pu"
TARBES,Hautes-Pyrénées,65440,PYRENEES AND LANDES LABORATORIES - WATER RADIOACTIVITY MEASUREMENT UNIT,,,"SLV (0,08 m3)",Low and medium short-lived activity,F3-7-01,"0,00472",,"6,31E+02",3H
MODANE,Savoie,73157,LPSC - MODANE SITE,,,"SI (0,00002 m3)",Low and medium short-lived activity,F3-7-01,"0,00000158",,"2,00E-02",232U
PARIS 05,Paris,75105,NATIONAL MUSEUM OF NATURAL HISTORY - PLANT GARDEN SITE - UMR7245,,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,70E+07",3H
PARIS 05,Paris,75105,NATIONAL MUSEUM OF NATURAL HISTORY - PLANT GARDEN SITE - UMR7245,,,"SL (0,006 m3)",Low and medium short-lived activity,F3-7-01,"0,000354",,"2,00E+04",3H
PARIS 05,Paris,75105,NATIONAL MUSEUM OF NATURAL HISTORY - PLANT GARDEN SITE - UMR7245,,,"SI (0,06 m3)",Low and medium short-lived activity,F3-7-01,"0,00474",,"2,30E+07",3H
PARIS 05,Paris,75105,NATIONAL MUSEUM OF NATURAL HISTORY - PLANT GARDEN SITE - UMR7245,,,"SLV (0,000006 m3)",Low and medium short-lived activity,F3-7-01,"0,000000354",,"8,55E+07",3H
PARIS 05,Paris,75105,NATIONAL MUSEUM OF NATURAL HISTORY - PLANT GARDEN SITE - UMR7245,,,"S01 (0,000001 m3)",Other?,S01,0,,"1,90E+06",14C
BANYULS-SUR-MER,Pyrénées-Orientales,66016,OCEANOLOGICAL OBSERVATORY OF BANYULS-SUR-MER - SERVICES OF THE OBSERVATORY OF BANYULS-SUR-MER - UPMC/CNRS/INSU,,,"SI (0,36 m3)",Low and medium short-lived activity,F3-7-01,"0,02844",,"5,70E+07","3H, 14C"
BANYULS-SUR-MER,Pyrénées-Orientales,66016,OCEANOLOGICAL OBSERVATORY OF BANYULS-SUR-MER - SERVICES OF THE OBSERVATORY OF BANYULS-SUR-MER - UPMC/CNRS/INSU,,,"SL (0,24 m3)",Low and medium short-lived activity,F3-7-01,"0,01416",,1.07E+08,"3H, 14C"
BANYULS-SUR-MER,Pyrénées-Orientales,66016,OCEANOLOGICAL OBSERVATORY OF BANYULS-SUR-MER - SERVICES OF THE OBSERVATORY OF BANYULS-SUR-MER - UPMC/CNRS/INSU,,,"L.A. (0,06 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,75E+08","3H, 14C"
BANYULS-SUR-MER,Pyrénées-Orientales,66016,OCEANOLOGICAL OBSERVATORY OF BANYULS-SUR-MER - SERVICES OF THE OBSERVATORY OF BANYULS-SUR-MER - UPMC/CNRS/INSU,,,"SLV (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"2,00E+07",14C
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"SNC (0,15 m3)",Very low activity,TFA(SC-SNC),"0,15",,"2,73E+07","3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"L.A. (0,04 m3)",Low and medium short-lived activity,F3-7-01,0,,"8,60E+06","3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"LS-LH (0,04 m3)",Low and medium short-lived activity,F3-7-01,0,,"6,50E+06","3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"SLV (0,15 m3)",Low and medium short-lived activity,F3-7-01,"0,00885",,"9,20E+06","3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"SL (0,15 m3)",Low and medium short-lived activity,F3-7-01,"0,00885",,"5,23E+07","3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"SC (0,15 m3)",Very low activity,TFA(SC-SNC),"0,096",,3.80E+06,"3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,91661,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,,"SO (0,15 m3)",Low and medium short-lived activity,F3-7-01,"0,01185",,"1,42E+08","3H, 14C"
NANTES,Loire-Atlantique,44109,ONIRIS - LABONIRIS,,,"SC (0,025 m3)",Very low activity,TFA(SC-SNC),"0,016",,"3,00E+05",3H
DIJON,Côte-d'Or,21231,PHARMIMAGE - RESEARCH PLATFORM,,,"SI (0,0032 m3)",Low and medium short-lived activity,F3-7-01,"0,0002528",,"7,00E+07","54Mn, 57Co"
DIJON,Côte-d'Or,21231,PHARMIMAGE - RESEARCH PLATFORM,,,"LA (0,00045 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,00E+07","3H, 54Mn, 57Co"
LABEGE,Haute-Garonne,31254,PHYSIOGENEX - RESEARCH IN BIOLOGY,,,"SC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,0768",,"1,95E+06","3H, 14C"
LABEGE,Haute-Garonne,31254,PHYSIOGENEX - RESEARCH IN BIOLOGY,,,"SL (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"7,29E+06","3H, 14C"
CHILLY-MAZARIN,Essonne,91161,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,,"SL (0,24 m3)",Low and medium short-lived activity,F3-7-01,"0,01416",,"5,00E+06","3H, 14C"
CHILLY-MAZARIN,Essonne,91161,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,,"SC (0,24 m3)",Very low activity,TFA(SC-SNC),"0,1536",,"1,70E+05","3H, 14C"
CHILLY-MAZARIN,Essonne,91161,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,,"SI (0,24 m3)",Low and medium short-lived activity,F3-7-01,"0,01896",,2.40E+05,"3H, 14C"
CHILLY-MAZARIN,Essonne,91161,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,,"LA (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,50E+06","3H, 14C"
CHILLY-MAZARIN,Essonne,91161,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,,"SNC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,12",,"7,00E+04","3H, 14C"
CHILLY-MAZARIN,Essonne,91161,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,,"SLV (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"1,00E+06","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,94081,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,,"SI (1,2 m3)",Low and medium short-lived activity,F3-7-01,"0,0948",,"1,00E+08","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,94081,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,,"SL (0,24 m3)",Low and medium short-lived activity,F3-7-01,"0,01416",,"1,00E+07","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,94081,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,,"L.A. (0,45 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,35E+10","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,94081,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,,"SC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,0768",,"5,00E+06","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,94081,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,,"SNC (0,36 m3)",Very low activity,TFA(SC-SNC),"0,36",,"1,00E+07","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,94081,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,,"LS-LH (0,24 m3)",Low and medium short-lived activity,F3-7-01,0,,"3,90E+09","3H, 14C"
MONTPELLIER,Hérault,34172,SANOFI - AVENTIS R&amp;D - RESEARCH AND DEVELOPMENT (MONTPELLIER),,,"SC (0,24 m3)",Very low activity,TFA(SC-SNC),"0,1536",,8.46E+06,"3H, 14C"
MONTPELLIER,Hérault,34172,SANOFI - AVENTIS R&amp;D - RESEARCH AND DEVELOPMENT (MONTPELLIER),,,"SL (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"9,14E+06","3H, 14C"
MONTPELLIER,Hérault,34172,SANOFI - AVENTIS R&amp;D - RESEARCH AND DEVELOPMENT (MONTPELLIER),,,"SLV (0,24 m3)",Low and medium short-lived activity,F3-7-01,"0,01416",,"1,23E+08","3H, 14C"
MONTPELLIER,Hérault,34172,SANOFI - AVENTIS R&amp;D - RESEARCH AND DEVELOPMENT (MONTPELLIER),,,"SNC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,12",,"5,81E+06","3H, 14C"
MONTPELLIER,Hérault,34172,SANOFI - AVENTIS R&amp;D - RESEARCH AND DEVELOPMENT (MONTPELLIER),,,"LS-LH (0,06 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,52E+06","3H, 14C"
MARCY-L'ETOILE,Rhône,69127,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,,"L.A. (0,015 m3)",Low and medium short-lived activity,F3-7-01,0,,"3,70E+07",3H
MARCY-L'ETOILE,Rhône,69127,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"3,70E+06",3H
MARCY-L'ETOILE,Rhône,69127,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,,"L.A. (0,01 m3)",Low and medium short-lived activity,F3-7-01,0,,"3,70E+07",3H
MARCY-L'ETOILE,Rhône,69127,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"3,70E+06",3H
SAINT-BENOIT,Vienne,86214,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,,"SNC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,12",,"2,45E+03",14C
SAINT-BENOIT,Vienne,86214,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,,"SL (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"3,55E+03",14C
SAINT-BENOIT,Vienne,86214,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,,"SI (0,6 m3)",Low and medium short-lived activity,F3-7-01,"0,0474",,4.34E+03,14C
SAINT-BENOIT,Vienne,86214,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,,"SC (0,36 m3)",Very low activity,TFA(SC-SNC),"0,2304",,"7,17E+03",14C
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"1,87E+08","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"SL (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,"2,62E+08","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"SO (0,08 m3)",Low and medium short-lived activity,F3-7-01,"0,00632",,"1,74E+08","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"LS-LH (0,03 m3)",Low and medium short-lived activity,F3-7-01,0,,"5,42E+06","3H, 14C, 153Gd"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"SNC (0,05 m3)",Very low activity,TFA(SC-SNC),"0,05",,"1,65E+07","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"LS-LH (0,015 m3)",Low and medium short-lived activity,F3-7-01,0,,"9,14E+07","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"SL (0,05 m3)",Low and medium short-lived activity,F3-7-01,"0,00295",,"1,01E+07","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,44162,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,,"LS-LH (0,001 m3)",Low and medium short-lived activity,F3-7-01,0,,"3,93E+09",14C
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"SL (0,27 m3)",Low and medium short-lived activity,F3-7-01,"0,01593",,2.40E+06,"3H, 14C, 152Eu"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"L.A. (0,16 m3)",Low and medium short-lived activity,F3-7-01,0,,"2,00E+09","3H, 14C, 152Eu, 210Pb"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"SNC (0,78 m3)",Very low activity,TFA(SC-SNC),"0,78",,"6,65E+08","3H, 14C, 152Eu, 238U, 241Am"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"SC (1,32 m3)",Very low activity,TFA(SC-SNC),"0,8448",,"3,30E+06","3H, 14C, 137Cs, 232Th, 238U, 241Am"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"LS-LH (0,09 m3)",Low and medium short-lived activity,F3-7-01,0,,"5,00E+06","150Eu, 210Pb, 235U, 238U"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"SLV (0,18 m3)",Low and medium short-lived activity,F3-7-01,"0,01062",,"4,02E+08","3H, 14C"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"DIV9-06 (0,28 m3)",Long-lived low activity,DIV9-06,"0,28",,"1,00E+08","232Th, 235U, 238U, U, Th"
PARIS 05,Paris,75105,UNIVERSITY SORBONNE - JUSSIEU CAMPUS - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622,,,"SI (0,06 m3)",Low and medium short-lived activity,F3-7-01,"0,00474",,"5,00E+03",U
PARIS 06,Paris,75106,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,,"SC (0,12 m3)",Very low activity,TFA(SC-SNC),"0,0768",,1.80E+07,"3H, 14C"
PARIS 06,Paris,75106,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,,"SL (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00708",,4.24E+06,14C
PARIS 06,Paris,75106,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"7,56E+06",3H
PARIS 06,Paris,75106,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,,"LA (0,05 m3)",Low and medium short-lived activity,F3-7-01,0,,"6,74E+07",3H
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"L.A. (0,002 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,10E+07","3H, 14C"
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"SL (0,0019 m3)",Low and medium short-lived activity,F3-7-01,"0,0001121",,"1,32E+01","3H, 14C"
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"SLV (0,0004 m3)",Low and medium short-lived activity,F3-7-01,"0,0000236",,"1,20E+05","3H, 14C"
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"SC (0,0009 m3)",Very low activity,TFA(SC-SNC),"0,000576",,"5,00E+05","3H, 14C"
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"SL (0,002 m3)",Low and medium short-lived activity,F3-7-01,"0,000118",,"1,75E+00","3H, 14C"
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"SC (0,04 m3)",Very low activity,TFA(SC-SNC),"0,0256",,"5,00E+04","3H, 14C"
PARIS 05,Paris,75105,SORBONNE UNIVERSITY - CNRS - UMR 7619 METIS,,,"SNC (0,0005 m3)",Very low activity,TFA(SC-SNC),"0,0005",,"5,00E+04",14C
ROSCOFF,Finistère,29239,BIOLOGICAL STATION - UMR8227 - UMR7144,,,"SI (0,12 m3)",Low and medium short-lived activity,F3-7-01,"0,00948",,"3,70E+06","3H, 14C"
ROSCOFF,Finistère,29239,BIOLOGICAL STATION - UMR8227 - UMR7144,,,"LA (0,006 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,90E+07","3H, 14C"
ROSCOFF,Finistère,29239,BIOLOGICAL STATION - UMR8227 - UMR7144,,,"SL (0,01 m3)",Low and medium short-lived activity,F3-7-01,"0,00059",,"3,70E+06","3H, 14C"
ROSCOFF,Finistère,29239,BIOLOGICAL STATION - UMR8227 - UMR7144,,,"LS-LH (0,007 m3)",Low and medium short-lived activity,F3-7-01,0,,"1,00E+06","3H, 14C"
ROSCOFF,Finistère,29239,BIOLOGICAL STATION - UMR8227 - UMR7144,,,"SNC (0,04 m3)",Very low activity,TFA(SC-SNC),"0,04",,1.85E+06,"3H, 14C"
ROSCOFF,Finistère,29239,BIOLOGICAL STATION - UMR8227 - UMR7144,,,"SLV (0,002 m3)",Low and medium short-lived activity,F3-7-01,"0,000118",,"5,00E+05",3H
ORLEANS,Loiret,45234,SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER,,,"SI (1,2 m3)",Low and medium short-lived activity,F3-7-01,"0,0948",,"1,44E+08","3H, 14C"
