County,Volume_in_mt,Waste_Type,Description,Site
Haute-Marne,0.419838,Déchets de faible activité (FA),Metal scrap awaiting smelting (TFA) (2.514 t),EDF - BAMAS
Finistère,101.39,Déchets FMA-VC et TFA,Asbestos (10.139 t),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,0.5,Déchets FMA-VC et TFA,Electrical and electronic waste (0.5 t),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,0.00853,Déchets FMA-VC et TFA,Ventilation filters (0.001 t),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,0.00074,Déchets FMA-VC et TFA,Engravings (0.001 t ),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,0.11025,Déchets FMA-VC et TFA,Ferrous metals (0.105 t),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,0.932995,Déchets FMA-VC et TFA,Non-ferrous metals (0.5795 t),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,3.446,Déchets FMA-VC et TFA,"Piles, batteries (1,723 t )",EDF - BRENNILIS - A DECONSTRUCTION
Finistère,1.48,Déchets FMA-VC et TFA,"Plastics, rubber (0.148 t)",EDF - BRENNILIS - A DECONSTRUCTION
Finistère,3.33333,Déchets FMA-VC et TFA,"Tubes fluorescents (2,331 t )",EDF - BRENNILIS - A DECONSTRUCTION
Finistère,8.0,Déchets FMA-VC et TFA,Big-bags (1m3) - Non-metallic waste (8 BB1),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,34.58,Déchets FMA-VC et TFA,Lockers (2m3) - Metal waste (13 CA2),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,0.82,Déchets FMA-VC et TFA,Metal drums (200l) - Inert waste (4 F1),EDF - BRENNILIS - A DECONSTRUCTION
Finistère,2.665,Déchets FMA-VC et TFA,Metal drums (200l) - Non-metal waste (13 F1),EDF - BRENNILIS - A DECONSTRUCTION
Isère,8.31675,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Ventilation filters (0.975 t),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,1.71465,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Non-ferrous metals (1.065 t),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,0.056,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)","Piles - Batteries (0,028 t )",EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,1.68,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)","Plastics, rubber (0.168 t)",EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,10.9552,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Waste soiled with mercury (6.56 t),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,0.3003,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)","Tubes fluorescents (0,21 t )",EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,4.05,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Lockers (1 m3) - Metal waste (3 CA1),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,4.0,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Reusable container (2 m3) (2 CRR2),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,36.0,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Reusable container (6 m3) (6 CRR6),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,0.205,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Metal drums (200l) - Metal Waste (1 F1),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Isère,38144.74248,"Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA)",Graves (concrete blocks) (63894.041 t),EDF - CREYS-MALVILLE - EN DECONSTRUCTION
Bas-Rhin,1.0,"EPI contaminés (lavage, maintenance,...)",Contaminated PPE (1 m3),IT GEOTHERMAL - KUTZENHAUSEN - GEIE
Bas-Rhin,0.6,EPI Contaminés,Contaminated PPE (0.6 m3),ES GEOTHERMAL - RITTERSHOFFEN - ECOGI
Isère,0.0,Déchets de Faible Activité à vie longue,investigations confirmed the presence of mixed waste (3700 m3),FRAMATOME - JARRIE SITE
Isère,150.0,Déchets de très faible activité (TFA),boues (150 m3),FRAMATOME - JARRIE SITE
Isère,0.96,Déchets de très faible activité (TFA),solid waste (1 t),FRAMATOME - JARRIE SITE
Drôme,235.86,Déchets issus de l'INB 98,Engraved (159.66 t),FRAMATOME - SITE OF NOVELS
Drôme,1071.95,Déchets issus de l'INB 98,Miscellaneous metal waste (430.756 t),FRAMATOME - SITE OF NOVELS
Drôme,10.63,Déchets issus de l'INB 98,Pallets and crates (2.32 t),FRAMATOME - SITE OF NOVELS
Drôme,3222.3582,Déchets issus de l'INB 98,Compactable technological waste (194.94 t),FRAMATOME - SITE OF NOVELS
Drôme,267.33888,Déchets issus de l'INB 98,Filters and pre-filters (51.57 t),FRAMATOME - SITE OF NOVELS
Drôme,3.48995,Déchets issus de l'INB 98,Asbestos (2.23 t),FRAMATOME - SITE OF NOVELS
Drôme,133.86,Déchets issus de l'INB 98,Suction tailings (25.75 t),FRAMATOME - SITE OF NOVELS
Drôme,21.53,Déchets issus de l'INB 98,Boues SET (11.62 t ),FRAMATOME - SITE OF NOVELS
Drôme,138.24,Déchets issus de l'INB 98,Bulk beam (67.28 t),FRAMATOME - SITE OF NOVELS
Drôme,16.78,Déchets issus de l'INB 98,Dry hydroxides and pulps (27.79 t),FRAMATOME - SITE OF NOVELS
Drôme,56.67011,Déchets issus de l'INB 63,Engraved (44.17 t),FRAMATOME - SITE OF NOVELS
Drôme,614.4424,Déchets issus de l'INB 63,Miscellaneous metal waste (268.55 t),FRAMATOME - SITE OF NOVELS
Drôme,4.54,Déchets issus de l'INB 63,Wood (0.54 t),FRAMATOME - SITE OF NOVELS
Drôme,175.29,Déchets issus de l'INB 63,Compactable technological waste (18.07 t),FRAMATOME - SITE OF NOVELS
Drôme,38.47,Déchets issus de l'INB 63,Filters and pre-filters (9.256 t),FRAMATOME - SITE OF NOVELS
Drôme,20.29,Déchets issus de l'INB 63,Suction tailings (3.19 t),FRAMATOME - SITE OF NOVELS
Drôme,34.67,Déchets issus de l'INB 63,Asbestos (8.39 t),FRAMATOME - SITE OF NOVELS
Drôme,1.35037,Déchets issus de l'INB 98,blocked sludge (1.91 t),FRAMATOME - SITE OF NOVELS
Seine-Maritime,12.8,Résidus de fabrication d'acide phosphorique,Dry and stable solid waste (8 t - 9 BIG BAG),GREAT PARISH SA. - GRAND QUEVILLY - FACTORY
Morbihan,6.0,Déchets solides,Used filter press cloths stored in big bags (6 big bags),IMERYS CERAMICS FRANCE - PLOEMEUR
Ain,0.2,Résines échangeuses d'ions,Solid and stable (0.2 m3),IONISOS - DAGNEUX IONIZATION PLANT
Ain,0.4,Déchets métalliques,Solid and stable (0.4 m3),IONISOS - DAGNEUX IONIZATION PLANT
Ain,0.2,"Déchets technologiques (frottis, gants..)",Solid and stable (0.2 m3),IONISOS - DAGNEUX IONIZATION PLANT
Vendée,0.44,Résines échangeuses d'ions,Solid and stable (0.44 m3),IONISOS - POUZAUGES IONIZATION PLANT
Vendée,0.44,Déchets métalliques,Solid and stable (0.44 m3),IONISOS - POUZAUGES IONIZATION PLANT
Vendée,0.22,"Déchets technologiques (Frottis, gants..)",Solid and stable (0.22 m3),IONISOS - POUZAUGES IONIZATION PLANT
Vendée,0.44,Pièces PVC,Solid and stable (0.44 m3 - 0.3 t - 1 drum),IONISOS - POUZAUGES IONIZATION PLANT
Sarthe,0.1,Résines échangeuses d'ions,Solid and stable (0.1 m3),IONISOS - SABLE-SUR-SARTHE IONIZATION PLANT
Sarthe,0.1,"Déchets technologiques (frottis, gants..)",Solid and stable (0.1 m3),IONISOS - SABLE-SUR-SARTHE IONIZATION PLANT
Finistère,7.0,Déchets technologiques,Asbestos waste (8 drums of 200 liters 1 bulk waste bin 3 big-bags) (7 m3),NATIONAL NAVY - LONG ISLAND BASE
Finistère,4.375,Déchets technologiques,"VLL packaged waste in big bags (cellulosic, flexible plastics, thermal insulation) (4.375 m3)",NATIONAL NAVY - LONG ISLAND BASE
Finistère,8.0,Déchets technologiques,Asbestos waste packaged in 10 m3 (8 m3) containers,NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.2,Déchets technologiques,Activated carbon: mask cartridges (0.2 m3),NATIONAL NAVY - LONG ISLAND BASE
Finistère,2.2,Déchets technologiques,Powdered deconstruction rubble (drum being filled) (2.2 m3 - 11 units),NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.2,Déchets technologiques,ANDRA packaged waste (200 liter drums) (0.2 m3 - 1 unit),NATIONAL NAVY - LONG ISLAND BASE
Finistère,1.3,Déchets technologiques,"Soiled waste (cans, rags, chromated waste, glitter, oil, mercuric sulphate) (1.3 m3)",NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.2,Déchets technologiques,Deconstruction rubble (big-bags being filled) (0.2 m3),NATIONAL NAVY - LONG ISLAND BASE
Finistère,3.0,Déchets technologiques,Settling sludge (3 m3),NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.2,Déchets technologiques,"Hazardous waste (aerosol cans, batteries, silica gel), 2 drums of 120 liters (0.2 m3)",NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.5,Déchets divers,"Fluorescent tubes, batteries, batteries (0.5 m3)",NATIONAL NAVY - LONG ISLAND BASE
Haute-Vienne,4.0,Déchets TFA,120L bags (4 m3),ORANO / ORANO MED - BESSINES - RADIOPHARMACEUTICALS
Haute-Vienne,2.0,Déchets non compactables,Empty thorium nitrate drums (8 m3),ORANO / ORANO MED - BESSINES - RADIOPHARMACEUTICALS
Haute-Vienne,111.125,Déchets d'exploitation du Centre d'Innovation en Métallurgie Extractive (CIME),Technological / operating waste (63.5 t),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,51.0,Déchets d'exploitation du Centre d'Innovation en Métallurgie Extractive (CIME),VLL waste awaiting packaging and/or awaiting shipment to ANDRA (34 m3 - 4.1 t),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Val-de-Marne,17.0066,Déchets technologiques,Cellulosic and non-cellulosic technological waste (1.055 t),RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,7.0,"Déchets d'exploitation TFA avec ou sans conta chimique hors pièces massives
","Plastic, metal, treated wood, glass (5.012 t)",RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,1.77,Pièces massives,"Boilers, mixers, cabinets, metal basin, metal box, boiler body, handling trolley, (0.59 t)",RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,9.69,Déchets singuliers,DEEE and DSFI (9.5 t),RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,33.0,Terre contaminée,Contaminated land (31.283 t),RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,35.0,Bois contaminés,Contaminated wood (8.008 t),RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,0.384,Déchets Solides,Metal waste contaminated with tritium (3 drums of 200 L),SOUTHERN - LIMEIL-BREVANNES
Val-de-Marne,0.00128,Déchets Solides,Electronic boards contaminated with tritium (0.002 t),SOUTHERN - LIMEIL-BREVANNES
Val-de-Marne,0.00064,Déchets Solides,Crushed NEON lamp contaminated with tritium (0.001 m3),SOUTHERN - LIMEIL-BREVANNES
Hauts-de-Seine,2.56e-05,Déchets solides divers,Alpha stainless steel cups (0.00004 m3 unit),SSA - SPRA
Hauts-de-Seine,0.00096,Flacons de 500 mL,500 mL Alpha bottles (0.0015 m3 unit),SSA - SPRA
Hauts-de-Seine,0.00224,Flacons de 500 mL,500 mL beta-gamma vials (0.0035 m3 unit),SSA - SPRA
Hauts-de-Seine,2.56e-05,Déchets solides divers,Beta-gamma smear (0.00004 m3 unit),SSA - SPRA
Hauts-de-Seine,0.00128,Déchets solides divers,Miscellaneous (0.002 m3 unit),SSA - SPRA
Haut-Rhin,9.1,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Scale residues from the manufacturing process at the Thann plant, comprising elements from the natural Uranium and Thorium chains. (7 m3 - 9.464 t - 59 120 liter drums and bundles)",TRONOX - OCHSENFELD
Haut-Rhin,0.001,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'Etablissement du Havre (suite à cessation d'activité en 2008)",Waste containing elements from the natural Uranium and Thorium chains (0.001 m3 none),TRONOX - OCHSENFELD
Haut-Rhin,22.8,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Futs - Residues of filter cloths resulting from the manufacturing process of the Thann factory, comprising elements of the chains of natural Uranium and Thorium. (19 m3 - 23.98 t - 1166 120L drums)",TRONOX - OCHSENFELD
Haut-Rhin,0.001,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Other residues from the manufacturing process at the Thann plant, comprising elements from the natural Uranium and Thorium chains. (0.001 m3 nil)",TRONOX - OCHSENFELD
Haut-Rhin,9.178,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'Etablissement du Havre (suite à cessation d'activité en 2008)",Waste containing elements from the natural Uranium and Thorium chains (7.06 m3 - 8.475 t - 11 boxes),TRONOX - OCHSENFELD
Haut-Rhin,22.08,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Ballots - Residues of filter cloths resulting from the manufacturing process of the Thann factory, comprising elements of the chains of natural Uranium and Thorium. (18.4 m3 - 4.391 t - 23 bales)",TRONOX - OCHSENFELD
Haut-Rhin,78.0,Déchets DRNR (en-cours) de l'établissement de Thann en activité.,"Tartar residues and filtration cloths from the manufacturing process at the Thann plant, comprising elements from the natural Uranium and Thorium chains. (60 m3 - 87.94 t - 263 120L drums or bundles or big bags)",TRONOX - THANN
Seine-Saint-Denis,0.003,,"DIV9-09 (0,003 m3)",DASSAULT AVIATION - FALCON SPARE - SPARE PARTS STORAGE - CIVIL AIRCRAFT
Seine-Saint-Denis,0.009,,"DIV9-09 (0,009 m3)",DASSAULT AVIATION - FALCON SPARES - SPARE PARTS STORAGE - CIVIL AIRCRAFT
Landes,0.2,,"DIV9-08 (0,2 m3)",SAFRAN - TARNOS ESTABLISHMENT MANAGEMENT
Pyrénées-Atlantiques,0.3,,"DIV9-09 (0,3 m3)","SAFRAN - SAFETY, HEALTH, ENVIRONMENT"
Alpes-Maritimes,0.04,,"DIV9-08 (0,04 m3)",DEPARTMENTAL FIRE AND RESCUE SERVICE OF ALPES MARITIMES - CMIR
Yvelines,0.004,,"DIV9-09 (0,004 m3)",THALES AVS FRANCE - SITE DE VELIZY
Aube,0.001,,"DIV9-07 (0,001 m3)",TROYES HOSPITAL CENTER - NUCLEAR MEDICINE AND RADIOTHERAPY
Paris,0.0005,,"DIV9-07 (0,0005 m3)",LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY
Paris,0.00025,,"DIV9-07 (0,00025 m3)",LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY
Paris,0.002,,"DIV9-07 (0,002 m3)",LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY
Haut-Rhin,0.0006,,"DIV9-07 (0,0006 m3)",CIVIL HOSPITALS OF COLMAR - LOUIS PASTEUR HOSPITAL - NUCLEAR MEDICINE
Loiret,0.001,,"DIV9-06 (0,001 m3)",GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING
Loiret,0.0003,,"DIV9-06 (0,0003 m3)",GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING
Essonne,0.002,,"DIV9-06 (0,002 m3)",CNRS - GIF-SUR-YVETTE CAMPUS - UMR 247 EGCE
Loiret,0.0001,,"DIV9-06 (0,0001 m3)",CNRS - ORLEANS - CNRS - CBM A - UPR 4301
Val-de-Marne,0.0001,,"DIV9-06 (0,0001 m3)","FACULTY OF SCIENCE AND TECHNOLOGY - UNIV. PARIS XII - CMC - CELLULAR GROWTH, TISSUE REPAIR AND REGENERATION LABORATORY (INSERM UMR 7149)"
Yvelines,0.15,,"DIV9-06 (0,15 m3)",INRAE - JOUY EN JOSAS RESEARCH CENTER - UR 892 MOLECULAR VIROLOGY AND IMMUNOLOGY
Pyrénées-Atlantiques,0.00025,,"DIV9-06 (0,00025 m3)",TOTAL SE - PAU ESTABLISHMENT - HSE DEPARTMENT - HSE LABORATORIES COORDINATION DEPARTMENT
Gironde,0.00025,,"DIV9-06 (0,00025 m3)",UNIVERSITY OF BORDEAUX - BORDEAUX GRADIGNAN NUCLEAR STUDY CENTER - IN2P3 - UMR CNRS 5797
Gironde,0.0005,,"DIV9-06 (0,0005 m3)",UNIVERSITY OF BORDEAUX - INSTITUTE FOR RESEARCH ON ARCHEOMATERIALS - UMR CNRS 5060
Nord,0.0002,,"DIV9-06 (0,0002 m3)",UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT
Nord,0.0002,,"DIV9-06 (0,0002 m3)",UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT
Nord,0.0002,,"DIV9-06 (0,0002 m3)",UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT
Vienne,0.001,,"DIV9-07 (0,001 m3)",UNIVERSITY OF POITIERS - HEALTH AND SAFETY DEPARTMENT - RADIOACTIVE bunker
Vienne,0.0005,,"DIV9-07 (0,0005 m3)",UNIVERSITY OF POITIERS - HEALTH AND SAFETY DEPARTMENT - RADIOACTIVE bunker
Vienne,0.001,,"DIV6-07 (0,001 m3)",UNIVERSITY OF POITIERS - HEALTH AND SAFETY DEPARTMENT - RADIOACTIVE bunker
Monaco?,0.0002,,"DIV9-09 (0,0002 m3)",MONEGASQUE SANITATION COMPANY - SMA
Eure,2361.0,Déchets entreposés issus des travaux de fondation,Cuttings (2361 m3 - 1 unit),ARKEMA - SERQUIGNY - USINE
Gironde,1.4,Pièces aéronautiques,PPE technological waste (1.4 m3 - 1 lot),AIR FORCE - AIA BORDEAUX
Gironde,0.24,Pièces aéronautiques,Thoriated sludge (0.24 m3 - 1 lot),AIR FORCE - AIA BORDEAUX
Gironde,1.0,eau contaminée ,Varitainer containing 300 liters of contaminated water (1 m3),AIR FORCE - AIA BORDEAUX
Puy-de-Dôme,0.00217, Autres Déchets,Miscellaneous &quot;Composite&quot; waste (0.2 m3 - 1 unit),AIR ARMY - AIA CLERMONT-FERRAND
Puy-de-Dôme,0.1, Autres Déchets,Miscellaneous &quot;Metal&quot; waste (0.1 m3 - 1 unit),AIR ARMY - AIA CLERMONT-FERRAND
Puy-de-Dôme,0.1, Autres Déchets,Grouped Waste (0.1 m3 - 1 unit),AIR ARMY - AIA CLERMONT-FERRAND
Var,1.0,déchets technologiques (électrodes tungstène thorié),331 thoriated tungsten electrodes and unusable parts of thoriated tungsten electrodes and scrap electrode sharpening (1 scrap electrode),AIR FORCE - AIA CUERS PIERREFEU
Var,1.0,pièces en alliage magnésium-thorium,4 ATL 1 pedal supports (0.12 m3 - 1 4 ATL1 pedal supports),AIR FORCE - AIA CUERS PIERREFEU
Var,0.1,pièces en alliage magnésium-thorium,12 materials with thoriated alloys (0.1 m3 - 0.01 t - 1 12 materials),AIR FORCE - AIA CUERS PIERREFEU
Gironde,0.5,Matériel aéronautique,Mirage III without landing gear (0.5 m3 - 1 cell),AIR FORCE - BA 106 MERIGNAC
Vaucluse,0.02,Matériels aéronautiques,Welding rods (0.02 m3 - 12 rods),AIR FORCE - BA 115 ORANGE
Vaucluse,0.01,Matériels aéronautiques,Pressure injector (0.01 m3 - 6 Injectors),AIR FORCE - BA 115 ORANGE
Corse-du-Sud,0.3,Déchets aéronautiques,Mirage III engine (0.3 m3 - 0.04 t),AIR FORCE - BA 126 SOLENZARA
Bas-Rhin,0.6,Matériel aéronautique; Alliage TZ6,Metal plates and connection blocks (0.6 m3 - 14 pieces),ARMY DE L&#39;AIR - BA 901 DRAGON BRONN
Gard,0.1,Déchets solides,"Dials, radium indicators (0.1 m3 - 0.1 t - 0.1 samples)",ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES
Gard,0.028,Déchets solides,Laboratory samples (0.028 m3 - 0.01 t - 5 samples),ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES
Gard,0.011,Déchets solides,Metal parts (0.011 m3 - 0.0089 t - 398 piece),ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES
Gard,0.005,Déchets solides,Miscellaneous waste (0.005 m3 - 0.000288 t - 9 objects),ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES
Essonne,9600.0,Déchets FA-VL (12 000 tonnes),"rich waste rock, hydroxides and sludge mixed with earth and rubble (8000 m3)",CEA CIVIL - BOUCHET SITE
Gironde,0.927,Déchets contaminés en Radium,"Non-metallic, metallic, miscellaneous waste (0.927 m3 - 8 Units)",CEA DAM - CESTA ENTREPOSAGE
Gironde,0.58,Déchets contaminés au Thorium,Foundry crucible (0.58 m3 - 1 crucible),CEA DAM - CESTA ENTREPOSAGE
Gironde,9.0,Benne radioactive,Conveyor belt (1 NC),DISCHARGE THE AUDENGE - AUDENGE
Haute-Garonne,0.011,Déchets solides,Mirage II F2 nose gear trapette (0.011 t),DGA - DGA AERONAUTICAL TECHNIQUES
Haute-Garonne,0.1,Déchets solides,Mirage 4 landing gear counter plug (0.024 m3 - 0.0245 t - 1 element),DGA - DGA AERONAUTICAL TECHNIQUES
Haute-Garonne,0.0150072,Déchets solides,ladle 1 to 4 various sample materials in magnesium thorium alloy (0.0148 t),DGA - DGA AERONAUTICAL TECHNIQUES
Haute-Garonne,0.0008613,Déchets solides,mirage III F2 front tain shield hatch (0.0009 t),DGA - DGA AERONAUTICAL TECHNIQUES
Landes,0.72,carters de moteurs thoriés (Th232),4 MARBOREE reactor casings containing thorium (0.4 m3 - 0.00036 t - 4 casings),DGA - MISSILE TESTS
Pyrénées-Atlantiques,26.996,Déchets,"Residues of magnesium-thorium alloys (foundry dross, machining shavings, miscellaneous scrap) (17 t)",MESSIER FOUNDRY - ARUDY
Isère,3678.6,Déchets de Faible Activité à vie longue,Powdery waste (3777 t - 18393 drums of 200 l),FRAMATOME - JARRIE SITE
Yvelines,1.0,Caisses contaminées,Wooden boxes (1 wooden box),GENDARMERIE - RG IDF BEYNES
Yvelines,3.0,Caisses contaminées,Metal boxes (3 metal boxes),GENDARMERIE - RG IDF BEYNES
Finistère,1.4,MCR hors PN,Technological waste contaminated with radium (radioluminescent plates) (1.4 m3),NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.004,MCR hors PN,Radium lightning rods (1 unit),NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.198,MCR hors PN,Americium lightning rods (6 units),NATIONAL NAVY - LONG ISLAND BASE
Haute-Vienne,0.2,Déchets FA-VL,Columns FA (0.05 m3),ORANO / ORANO MED - BESSINES - RADIOPHARMACEUTICALS
Val-de-Marne,1.7,Déchets d'exploitation entreposés,Two-phase sludge chemicals (1.7 t),RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,0.6,Déchets d'exploitation entreposés,Solid chemicals (0.6 t),RECTORATE OF CRETEIL - RADIUM INSTITUTE
Val-de-Marne,2.6,Déchets d'exploitation non TFA avec ou sans conta chimique hors pièces massives,"Plastic, metal, treated wood, glass (2.6 m3)",RECTORATE OF CRETEIL - RADIUM INSTITUTE
Charente-Maritime,10003.00064,Résidus produits par l'ancien procédé,"Unmarked Solid Residues (RSB) containing 1.15% Thorium and 0.05% Uranium on dry product [average total mass activity of the product near <span class=""viewMoreTextInv-110"" style=""display: none;"">&lt;span class=&quot;viewMoreTextInv-110&quot; style=&quot;&quot;&gt; having a rate of humidity of 50%: 75 Bq/g].&lt;/span&gt;</span> (8400 t - 1328 Containers)",RHODIA - LA ROCHELLE (BAY HEAD PLANT)
Charente-Maritime,328.878,Résidus produits par l'ancien procédé,"Radium-bearing residues (RRA) produced during the manufacture of thorium oxide from thorium nitrate. These residues are obtained after <span class=""viewMoreTextInv-120"" style=""display: none;"">liquid-solid separation, precipitation with barium sulphate and filtration through a filter media based on silicoaluminates [average specific activity of the dry product: 2192 Bq/g].</span> (1359 barrels)",RHODIA - LA ROCHELLE (BAY HEAD PLANT)
Haut-Rhin,2.6,Résines d'échangeurs d'ion ,resins from ion exchangers located in the flow of washing water (13 units),SIEMENS (GESI) - WITTELSHEIM
Haut-Rhin,1.2,Déchets contaminés divers,"Gloves, material used for smears (6 units)",SIEMENS (GESI) - WITTELSHEIM
Seine-Maritime,0.00075,,"FPR (0,0625 m3)",BIARD ROY - LIGHTNING ROD
Seine-Maritime,0.00025,,FPA (0.0625 m3),BIARD ROY - LIGHTNING ROD
Rhône,2e-05,,FPA (0.005 m3),CEREMA CENTRE-EST - DRIM
Seine-et-Marne,0.0027,,"FPR (0,225 m3)",FRANKLIN France - FRANKLIN FRANCE SIEGE
Seine-et-Marne,0.0006,,FPA (0.15 m3),FRANKLIN France - FRANKLIN FRANCE SIEGE
Doubs,0.0002,,FPA (0.05 m3),NORTH FRANCHE-COMTE HOSPITAL - RADIOTHERAPY
Hautes-Pyrénées,0.0012,,"FPR (0,1 m3)",LAUMAILLE SARL - IBOS SITE
Hautes-Pyrénées,0.0012,,FPA (0.3 m3),LAUMAILLE SARL - IBOS SITE
Côtes-d'Armor,0.012,,FPR (1 m3),ALAIN MACE SARL - ALAIN MACE
Côtes-d'Armor,0.004,,FPA (1 m3),ALAIN MACE SARL - ALAIN MACE
Loire-Atlantique,0.0002,,FPA (0.05 m3),BONDUELLE SAS - BONDUELLE
Loire-Atlantique,0.0024,,"FPR (0,2 m3)",BONDUELLE SAS - BONDUELLE
Haute-Vienne,0.0008,,FPA (0.2 m3),FRANCE PARATONNERRE - ESTER TECHNOLOGY PARK
Haute-Vienne,0.0024,,"FPR (0,2 m3)",FRANCE PARATONNERRE - ESTER TECHNOLOGY PARK
Bouches-du-Rhône,0.0002,,FPA (0.05 m3),FRANKLIN France - DUVAL MESSIEN - VELAUX
Corrèze,0.0008,,FPA (0.2 m3),FRANKLIN France - FRANKLIN SOUTH WEST
Corrèze,0.0009,,"FPR (0,075 m3)",FRANKLIN France - FRANKLIN SOUTH WEST
Hauts-de-Seine,0.0009,,"FPR (0,075 m3)",INDELEC - PROBATE
Hauts-de-Seine,0.0007,,FPA (0.175 m3),INDELEC - PROBATE
Nord,0.0018,,"FPR (0,15 m3)",INDELEC - INDELEC NORD
Rhône,0.0005,,FPA (0.125 m3),INDELEC - INDELEC SOUTH EAST
Rhône,0.0015,,"FPR (0,125 m3)",INDELEC - INDELEC SOUTH EAST
Gironde,0.0005,,FPA (0.125 m3),INDELEC - INDELEC SOUTH WEST
Bas-Rhin,0.0009,,FPA (0.225 m3),INDELEC - PROTIBAT
Haut-Rhin,0.000692,,FPA (0.173 m3),SONOREST SA - SONOREST ZI NORTH
Haut-Rhin,0.000216,,"FPR (0,018 m3)",SONOREST SA - SONOREST ZI NORTH
