City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
SAINT-HERBLAIN,Loire-Atlantique,GIP ARRONAX - PRODUCTION AND RESEARCH CYCLOTRON,,"TFA-06 (4,401 m3)",TFA-06,"4,401","0,00E+00","3H, 22Na, 55Fe, 60Co, 63Ni, 83Rb"
SAINT-HERBLAIN,Loire-Atlantique,GIP ARRONAX - PRODUCTION AND RESEARCH CYCLOTRON,,"TFA-06 (8,757 m3)",TFA-06,"8,757","0,00E+00","22Na, 54Mn, 55Fe, 60Co, 57Co, 63Ni"
SAINT-DENIS,La Réunion,GIP CYCLOTRON REUNION OCEAN INDIEN - RADIOPHARMACEUTICAL PRODUCTION / RESEARCH IN SMALL ANIMAL IMAGING,,"SC (0,24 m3)",TFA(SC-SNC),"0,1536","1,00E+06","54Mn, 57Co, 109Cd, 58Co, 51Cr, 56Co"
VERSAILLES,Yvelines,INRAE - VERSAILLES-GRIGNON CENTER - JEAN-PIERRE BOURGIN INSTITUTE - UMR 1318,,"SC (0,03 m3)",TFA(SC-SNC),"0,0192","1,00E+04","3H, 14C"
THIVERVAL-GRIGNON,Yvelines,INRAE - VERSAILLES-GRIGNON CENTER - U 1402 - ECOSYS-EGER,,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","3,00E+07",14C
THIVERVAL-GRIGNON,Yvelines,INRAE - VERSAILLES-GRIGNON CENTER - U 1402 - ECOSYS-EGER,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","2,00E+07",14C
VERSAILLES,Yvelines,INRAE - VERSAILLES-GRIGNON CENTER - SDAR UNIT,,"SC (0,01 m3)",TFA(SC-SNC),"0,0064","8,00E+08",3H
VERSAILLES,Yvelines,INRAE - VERSAILLES-GRIGNON CENTER - SDAR UNIT,,"SNC (0,0186 m3)",TFA(SC-SNC),"0,0186","1,11E+06",137Cs
SAINT-GILLES,Ille-et-Vilaine,"INRAE - RENNES RESEARCH CENTER - UMR PEGASE (PHYSIOLOGY, ENVIRONMENT AND GENETICS FOR ANIMALS AND LIVESTOCK SYSTEMS)",,"SNC (0,1 m3)",TFA(SC-SNC),"0,1","1,00E+05",3H
CASTANET-TOLOSAN,Haute-Garonne,INRAE - TOULOUSE MIDI-PYRENEES RESEARCH CENTER - LABORATORY FOR PLANT-MICRO-ORGANISM ENVIRONMENTAL INTERACTIONS (LIPME) UMR INRA/CNRS 441/2594,,"SC (0,0015 m3)",TFA(SC-SNC),"0,00096","2,04E+05",U
NOUZILLY,Indre-et-Loire,INRAE - TOURS RESEARCH CENTER - UMR PCR (PHYSIOLOGY OF REPRODUCTION AND BEHAVIOR),,"SNC (0,04 m3)",TFA(SC-SNC),"0,04","5,00E+05",3H
BORDEAUX,Gironde,INSTITUTE OF BIOCHEMISTRY AND CELLULAR GENETICS - UMR 5095,,"SNC (0,04 m3)",TFA(SC-SNC),"0,04","1,00E+06","3H, 14C"
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,NATIONAL SAFETY RESEARCH INSTITUTE (INRS) - LORRAINE CENTER - TOXICOLOGY,,"SNC (0,1 m3)",TFA(SC-SNC),"0,1",8.40E+05,14C
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,NATIONAL SAFETY RESEARCH INSTITUTE (INRS) - LORRAINE CENTER - TOXICOLOGY,,"SC (0,25 m3)",TFA(SC-SNC),"0,16","7,50E+05",14C
CAYENNE,Guyane,INSTITUT PASTEUR IN GUIANA - PARASITOLOGY,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","2,00E+06",3H
CAYENNE,Guyane,INSTITUT PASTEUR IN GUIANA - PARASITOLOGY,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","2,00E+06",3H
LE VESINET,Yvelines,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,"SC (0,72 m3)",TFA(SC-SNC),"0,4608","5,00E+06","137Cs, 133Ba, 241Am"
LE VESINET,Yvelines,IRSN - PROCESSING OF SAMPLES AND METROLOGY IN THE ENVIRONMENT,,SNC (2 m3),TFA(SC-SNC),2,"5,00E+06","60Co, 137Cs, 241Am"
SAINT-LO,Manche,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,"SNC (0,03 m3)",TFA(SC-SNC),"0,03","1,00E+03","239Pu, 241Am"
SAINT-LO,Manche,"LABÉO MANCHE - RADIOACTIVITY MEASUREMENTS (ENVIRONMENT, FOOD)",,"SNC (0,004 m3)",TFA(SC-SNC),"0,004",1.80E+03,"90Sr, 90Y"
TARBES,Hautes-Pyrénées,PYRENEES AND LANDES LABORATORIES - WATER RADIOACTIVITY MEASUREMENT UNIT,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","3,63E+01","90Sr, 239Pu"
VILLEBON-SUR-YVETTE,Essonne,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,"SNC (0,15 m3)",TFA(SC-SNC),"0,15","2,73E+07","3H, 14C"
VILLEBON-SUR-YVETTE,Essonne,ONCODESIGN - CELLULAR BIOLOGY - RADIO-IMMUNO-ANALYSIS,,"SC (0,15 m3)",TFA(SC-SNC),"0,096",3.80E+06,"3H, 14C"
NANTES,Loire-Atlantique,ONIRIS - LABONIRIS,,"SC (0,025 m3)",TFA(SC-SNC),"0,016","3,00E+05",3H
LABEGE,Haute-Garonne,PHYSIOGENEX - RESEARCH IN BIOLOGY,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","1,95E+06","3H, 14C"
CHILLY-MAZARIN,Essonne,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,"SC (0,24 m3)",TFA(SC-SNC),"0,1536","1,70E+05","3H, 14C"
CHILLY-MAZARIN,Essonne,SANOFI - AVENTIS R&amp;D - BIOLOGY - PHARMACEUTICAL RESEARCH,,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","7,00E+04","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","5,00E+06","3H, 14C"
VITRY-SUR-SEINE,Val-de-Marne,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,"SNC (0,36 m3)",TFA(SC-SNC),"0,36","1,00E+07","3H, 14C"
SAINT-BENOIT,Vienne,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","2,45E+03",14C
SAINT-BENOIT,Vienne,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,"SC (0,36 m3)",TFA(SC-SNC),"0,2304","7,17E+03",14C
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"SNC (0,05 m3)",TFA(SC-SNC),"0,05","1,65E+07","3H, 14C"
PARIS 06,Paris,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768",1.80E+07,"3H, 14C"
ROSCOFF,Finistère,BIOLOGICAL STATION - UMR8227 - UMR7144,,"SNC (0,04 m3)",TFA(SC-SNC),"0,04",1.85E+06,"3H, 14C"
ORLEANS,Loiret,SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER,,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","3,00E+07","3H, 14C"
PAU,Pyrénées-Atlantiques,TOTAL SE - PAU ESTABLISHMENT - HSE DEPARTMENT - HSE LABORATORIES COORDINATION DEPARTMENT,,"TFA-09 (0,003 m3)",TFA-09,"0,003","2,00E+05","U, Th"
TOURS,Indre-et-Loire,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","2,00E+06",3H
TOURS,Indre-et-Loire,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","3,00E+06",3H
VILLEURBANNE,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3,,"SNC (0,05 m3)",TFA(SC-SNC),"0,05","4,00E+05","40K, 137Cs, 210Pb, 226Ra, Th"
VILLEURBANNE,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3,,"SNC (0,1 m3)",TFA(SC-SNC),"0,1","1,60E+06","3H, 14C"
VILLEURBANNE,Rhône,UNIVERSITE CLAUDE BERNARD-LYON 1 - MEM2 ICBMS UMR5246,,"SNC (0,04 m3)",TFA(SC-SNC),"0,04","1,00E+05","3H, 14C"
VILLEURBANNE,Rhône,UNIVERSITE CLAUDE BERNARD-LYON 1 - MEM2 ICBMS UMR5246,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","4,38E+05","3H, 14C"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - FACULTY OF MEDICINE - IRCAN INSERM U1081, CNRS UMR 7284",,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","1,50E+07","3H, 14C"
ANGERS,Maine-et-Loire,UNIVERSITY OF ANGERS - RADIOBIOLOGY AND EXPERIMENTAL IMAGING PLATFORM (PRIMEX),,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","5,00E+06","3H, 14C"
LENS,Pas-de-Calais,UNIVERSITY OF ARTOIS - Laboratory of the Blood-brain Barrier,,"SC (0,24 m3)",TFA(SC-SNC),"0,1536","2,21E+05","3H, 14C"
CLERMONT-FERRAND,Puy-de-Dôme,AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","7,13E+08","3H, 14C"
BORDEAUX,Gironde,UNIVERSITY OF BORDEAUX - MEMBRANE BIOGENESIS LABORATORY - UMR CNRS 5200,,"SNC (0,03 m3)",TFA(SC-SNC),"0,03","5,00E+06",14C
BORDEAUX,Gironde,UNIVERSITY OF BORDEAUX - JOINT INSERM LABORATORY U 1026 - BIOPHYSICS,,"SC (0,000001 m3)",TFA(SC-SNC),"0,00000064","6,18E+06",14C
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","2,00E+06","226Ra, 232Th, 241Am, U"
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE,,"SNC (0,014 m3)",TFA(SC-SNC),"0,014","3,69E+06",14C
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE,,"SC (0,00001 m3)",TFA(SC-SNC),"0,0000064","3,70E+06",129I
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SNC (0,00005 m3)",TFA(SC-SNC),"0,00005",2.80E+05,14C
NANTES,Loire-Atlantique,UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH),,"SC (1,8 m3)",TFA(SC-SNC),"1,152","2,00E+06","3H, 14C, 60Co, 63Ni, 137Cs, 226Ra"
NANTES,Loire-Atlantique,UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH),,"SNC (1,2 m3)",TFA(SC-SNC),"1,2","2,00E+08","3H, 14C, 60Co, 63Ni, 99Tc, 137Cs"
PAU,Pyrénées-Atlantiques,UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY,,"SC (0,007 m3)",TFA(SC-SNC),"0,00448","4,00E+03",14C
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP,,"SNC (0,08 m3)",TFA(SC-SNC),"0,08","2,00E+05",60Co
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP,,"SC (1,32 m3)",TFA(SC-SNC),"0,8448","3,00E+05",60Co
ILLKIRCH-GRAFFENSTADEN,Bas-Rhin,UNIVERSITY OF STRASBOURG - IREBS - UMR 7242,,"SC (0,1 m3)",TFA(SC-SNC),"0,064","6,58E+05",3H
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF SCIENCES AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY,,"SNC (0,01 m3)",TFA(SC-SNC),"0,01","2,28E+07",3H
LA TRONCHE,Isère,GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY,,"SNC (0,03 m3)",TFA(SC-SNC),"0,03","0,00E+00",3H
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"SC (0,1 m3)",TFA(SC-SNC),"0,064","3,00E+05",3H
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"SC (0,1 m3)",TFA(SC-SNC),"0,064","6,60E+05",14C
PARIS 13,Paris,PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER,,"SC (0,018 m3)",TFA(SC-SNC),"0,01152","2,00E+06","3H, 14C"
CASTANET-TOLOSAN,Haute-Garonne,PAUL SABATIER UNIVERSITY - CNRS - UPS - UMR 5546 POLE OF PLANT BIOTECHNOLOGY,,"SNC (0,01 m3)",TFA(SC-SNC),"0,01","5,00E+06","3H, 14C"
COMPIEGNE,Oise,UTC COMPIEGNE - DEPARTMENT OF BIOLOGICAL ENGINEERING,,"SNC (0,1 m3)",TFA(SC-SNC),"0,1","2,90E+07","3H, 14C"
VILLENEUVE-LES-AVIGNON,Gard,IRSN - INTERVENTION AND ASSISTANCE IN RADIATION PROTECTION - SOUTH,,"SC (0,0002 m3)",TFA(SC-SNC),"0,000128","4,00E+01","226Ra, 241Am"
SAINT-ROMAIN-DE-JALIONAS,Isère,NCT - Container maintenance,,"SNC (0,32 m3)",TFA(SC-SNC),"0,32","2,10E+05",60Co
SAINT-ROMAIN-DE-JALIONAS,Isère,NCT - Container maintenance,,"SC (0,36 m3)",TFA(SC-SNC),"0,2304","1,00E+05",60Co
MONACO,Monaco?,MONEGASQUE SANITATION COMPANY - SMA,,"TFA-07 (1,5 m3)",TFA-07,"1,5","5,00E+00","134Cs, 226Ra, 99mTc"
LISSES,Essonne,PETNET SOLUTIONS - PRODUCTION CENTER,,"SC (0,38 m3)",TFA(SC-SNC),"0,2432",2.40E+10,"54Mn, 57Co, 109Cd, 56Co, 182Ta, 181W"
LISSES,Essonne,PETNET SOLUTIONS - PRODUCTION CENTER,,"SNC (0,02 m3)",TFA(SC-SNC),"0,02","1,00E+07",56Co
BAGNOLS-SUR-CEZE,Gard,CEA CIVIL - MARCOULE (ATALANTE - PHENIX),Déchets d'exploitation et de maintenance,Electrical and electronic waste (WEEE) (0.66 m3),TFA-05,"0,66",Data updated with each new edition of the National Inventory,
BRUYERES-LE-CHATEL,Essonne,CEA DAM - BRUYERES-LE-CHATEL,Déchets radioactifs conditionnés ou non et entreposés dans les installations,TFA unit parts (10.68 m3),TFA-10,"10,68",Data updated with each new edition of the National Inventory,
BRUYERES-LE-CHATEL,Essonne,CEA DAM - BRUYERES-LE-CHATEL,Déchets radioactifs conditionnés ou non et entreposés dans les installations,VLL waste packaged in CPP (3 CPP),TFA-10,"8,31",Data updated with each new edition of the National Inventory,
LE BARP,Gironde,THE LADY - THE CUP,Déchets contaminés Ta182 W181,Compactable non-metallic waste (21 m3),TFA-10,21,Data updated with each new edition of the National Inventory,
PONTFAVERGER-MORONVILLIERS,Marne,CEA DAM - MORONVILLIERS,Déchets contaminés par de l'uranium appauvri,Incinerable waste (4.44 m3),TFA-10,"4,44",Data updated with each new edition of the National Inventory,
PONTFAVERGER-MORONVILLIERS,Marne,CEA DAM - MORONVILLIERS,Déchets contaminés par de l'uranium appauvri,VLL solid waste (18.65 m3),TFA-10,"18,65",Data updated with each new edition of the National Inventory,
PONTFAVERGER-MORONVILLIERS,Marne,CEA DAM - MORONVILLIERS,Déchets contaminés par de l'uranium appauvri,VLL liquid waste (850.6 m3),TFA-10,"850,6",Data updated with each new edition of the National Inventory,
CODOLET,Gard,CYCLIFE FRANCE - CENTRACO,Déchets conditionnés en attente de livraison à l'ANDRA ,Boral crushed (2 t),TFA-02,"1,702",Data updated with each new edition of the National Inventory,
CODOLET,Gard,CYCLIFE FRANCE - CENTRACO,Déchets de faible activité (FA),Miscellaneous Waste (Bulk) (131 t ),TFA-02,131,Data updated with each new edition of the National Inventory,
CODOLET,Gard,CYCLIFE FRANCE - CENTRACO,Déchets de faible activité (FA),Waste AP1401 (0.1 t),TFA-02,"0,0831",Data updated with each new edition of the National Inventory,
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Dry hydroxides and pulps (27.79 t),TFA-01,"16,78",Data updated with each new edition of the National Inventory,
PLOEMEUR,Morbihan,IMERYS CERAMICS FRANCE - PLOEMEUR,Déchets solides,Used filter press cloths stored in big bags (6 big bags),TFA-09,6,Data updated with each new edition of the National Inventory,
POUZAUGES,Vendée,IONISOS - POUZAUGES IONIZATION PLANT,Pièces PVC,Solid and stable (0.44 m3 - 0.3 t - 1 drum),TFA-09,"0,44",Data updated with each new edition of the National Inventory,
LIMEIL-BREVANNES,Val-de-Marne,SOUTHERN - LIMEIL-BREVANNES,Déchets Solides,Metal waste contaminated with tritium (3 drums of 200 L),TFA(SC-SNC),"0,384",Data updated with each new edition of the National Inventory,
LIMEIL-BREVANNES,Val-de-Marne,SOUTHERN - LIMEIL-BREVANNES,Déchets Solides,Electronic boards contaminated with tritium (0.002 t),TFA(SC-SNC),"0,00128",Data updated with each new edition of the National Inventory,
LIMEIL-BREVANNES,Val-de-Marne,SOUTHERN - LIMEIL-BREVANNES,Déchets Solides,Crushed NEON lamp contaminated with tritium (0.001 m3),TFA(SC-SNC),"0,00064",Data updated with each new edition of the National Inventory,
CLAMART,Hauts-de-Seine,SSA - SPRA,Flacons de 500 mL,500 mL Alpha bottles (0.0015 m3 unit),TFA(SC-SNC),"0,00096",Data updated with each new edition of the National Inventory,
CLAMART,Hauts-de-Seine,SSA - SPRA,Déchets solides divers,Miscellaneous (0.002 m3 unit),TFA(SC-SNC),"0,00128",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - OCHSENFELD,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Scale residues from the manufacturing process at the Thann plant, comprising elements from the natural Uranium and Thorium chains. (7 m3 - 9.464 t - 59 120 liter drums and bundles)",TFA-09,"9,1",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - OCHSENFELD,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'Etablissement du Havre (suite à cessation d'activité en 2008)",Waste containing elements from the natural Uranium and Thorium chains (0.001 m3 none),TFA-09,"0,001",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - OCHSENFELD,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Futs - Residues of filter cloths resulting from the manufacturing process of the Thann factory, comprising elements of the chains of natural Uranium and Thorium. (19 m3 - 23.98 t - 1166 120L drums)",TFA-09,"22,8",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - OCHSENFELD,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Other residues from the manufacturing process at the Thann plant, comprising elements from the natural Uranium and Thorium chains. (0.001 m3 nil)",TFA-09,"0,001",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - OCHSENFELD,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'Etablissement du Havre (suite à cessation d'activité en 2008)",Waste containing elements from the natural Uranium and Thorium chains (7.06 m3 - 8.475 t - 11 boxes),TFA-09,"9,178",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - OCHSENFELD,"Déchets en entrepôt fermé sous surveillance radiologique, issus de l'établissement de Thann en activité.","Ballots - Residues of filter cloths resulting from the manufacturing process of the Thann factory, comprising elements of the chains of natural Uranium and Thorium. (18.4 m3 - 4.391 t - 23 bales)",TFA-09,"22,08",Data updated with each new edition of the National Inventory,
THANN,Haut-Rhin,TRONOX - THANN,Déchets DRNR (en-cours) de l'établissement de Thann en activité.,"Tartar residues and filtration cloths from the manufacturing process at the Thann plant, comprising elements from the natural Uranium and Thorium chains. (60 m3 - 87.94 t - 263 120L drums or bundles or big bags)",TFA-09,78,Data updated with each new edition of the National Inventory,
LE BOURGET,Seine-Saint-Denis,DASSAULT AVIATION - FALCON SPARE - SPARE PARTS STORAGE - CIVIL AIRCRAFT,,"DIV9-09 (0,003 m3)",DIV9-09,"0,003","1,60E+08","235U, 238U"
LE BOURGET,Seine-Saint-Denis,DASSAULT AVIATION - FALCON SPARES - SPARE PARTS STORAGE - CIVIL AIRCRAFT,,"DIV9-09 (0,009 m3)",DIV9-09,"0,009","9,22E+07","235U, 238U"
TARNOS,Landes,SAFRAN - TARNOS ESTABLISHMENT MANAGEMENT,,"DIV9-08 (0,2 m3)",DIV9-08,"0,2","1,00E+08",Th
BORDES,Pyrénées-Atlantiques,"SAFRAN - SAFETY, HEALTH, ENVIRONMENT",,"DIV9-09 (0,3 m3)",DIV9-09,"0,3","1,00E+08","Th, Mg"
NICE,Alpes-Maritimes,DEPARTMENTAL FIRE AND RESCUE SERVICE OF ALPES MARITIMES - CMIR,,"DIV9-08 (0,04 m3)",DIV9-08,"0,04","0,00E+00","226Ra, 232Th, 238U"
VELIZY-VILLACOUBLAY,Yvelines,THALES AVS FRANCE - SITE DE VELIZY,,"DIV9-09 (0,004 m3)",DIV9-09,"0,004","8,16E+05",232Th
TROYES,Aube,TROYES HOSPITAL CENTER - NUCLEAR MEDICINE AND RADIOTHERAPY,,"DIV9-07 (0,001 m3)",DIV9-07,"0,001","0,00E+00",238U
PARIS 10,Paris,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY,,"DIV9-07 (0,0005 m3)",DIV9-07,"0,0005","0,00E+00",U
PARIS 10,Paris,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY,,"DIV9-07 (0,00025 m3)",DIV9-07,"0,00025","0,00E+00",Th
PARIS 10,Paris,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY,,"DIV9-07 (0,002 m3)",DIV9-07,"0,002","0,00E+00",U
COLMAR,Haut-Rhin,CIVIL HOSPITALS OF COLMAR - LOUIS PASTEUR HOSPITAL - NUCLEAR MEDICINE,,"DIV9-07 (0,0006 m3)",DIV9-07,"0,0006","0,00E+00",U
ORLEANS,Loiret,GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING,,"DIV9-06 (0,001 m3)",DIV9-06,"0,001","1,37E+06",Th
ORLEANS,Loiret,GEOLOGICAL AND MINING RESEARCH BUREAU (BRGM) - DIFFUSION STUDY - TRACING AND DATING,,"DIV9-06 (0,0003 m3)",DIV9-06,"0,0003","1,00E+05",U
GIF-SUR-YVETTE,Essonne,CNRS - GIF-SUR-YVETTE CAMPUS - UMR 247 EGCE,,"DIV9-06 (0,002 m3)",DIV9-06,"0,002","8,00E+05","3H, 63Ni"
ORLEANS,Loiret,CNRS - ORLEANS - CNRS - CBM A - UPR 4301,,"DIV9-06 (0,0001 m3)",DIV9-06,"0,0001","0,00E+00","232Th, 238U"
CRETEIL,Val-de-Marne,"FACULTY OF SCIENCE AND TECHNOLOGY - UNIV. PARIS XII - CMC - CELLULAR GROWTH, TISSUE REPAIR AND REGENERATION LABORATORY (INSERM UMR 7149)",,"DIV9-06 (0,0001 m3)",DIV9-06,"0,0001","0,00E+00",235U
JOUY-EN-JOSAS,Yvelines,INRAE - JOUY EN JOSAS RESEARCH CENTER - UR 892 MOLECULAR VIROLOGY AND IMMUNOLOGY,,"DIV9-06 (0,15 m3)",DIV9-06,"0,15","0,00E+00",U
PAU,Pyrénées-Atlantiques,TOTAL SE - PAU ESTABLISHMENT - HSE DEPARTMENT - HSE LABORATORIES COORDINATION DEPARTMENT,,"DIV9-06 (0,00025 m3)",DIV9-06,"0,00025","1,30E+06",U
GRADIGNAN,Gironde,UNIVERSITY OF BORDEAUX - BORDEAUX GRADIGNAN NUCLEAR STUDY CENTER - IN2P3 - UMR CNRS 5797,,"DIV9-06 (0,00025 m3)",DIV9-06,"0,00025","2,54E+06",U
PESSAC,Gironde,UNIVERSITY OF BORDEAUX - INSTITUTE FOR RESEARCH ON ARCHEOMATERIALS - UMR CNRS 5060,,"DIV9-06 (0,0005 m3)",DIV9-06,"0,0005","0,00E+00","U, Th"
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"DIV9-06 (0,0002 m3)",DIV9-06,"0,0002","3,70E+04",232Th
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"DIV9-06 (0,0002 m3)",DIV9-06,"0,0002","1,30E+06",U
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"DIV9-06 (0,0002 m3)",DIV9-06,"0,0002","3,00E+05",Th
POITIERS,Vienne,UNIVERSITY OF POITIERS - HEALTH AND SAFETY DEPARTMENT - RADIOACTIVE bunker,,"DIV9-07 (0,001 m3)",DIV9-07,"0,001","2,52E+06",232Th
POITIERS,Vienne,UNIVERSITY OF POITIERS - HEALTH AND SAFETY DEPARTMENT - RADIOACTIVE bunker,,"DIV9-07 (0,0005 m3)",DIV9-07,"0,0005","0,00E+00",
POITIERS,Vienne,UNIVERSITY OF POITIERS - HEALTH AND SAFETY DEPARTMENT - RADIOACTIVE bunker,,"DIV6-07 (0,001 m3)",DIV6-07,"0,001","3,70E+08","226Ra, U"
MONACO,Monaco?,MONEGASQUE SANITATION COMPANY - SMA,,"DIV9-09 (0,0002 m3)",DIV9-09,"0,0002","2,20E+00",
MERIGNAC,Gironde,AIR FORCE - BA 106 MERIGNAC,Matériel aéronautique,Mirage III without landing gear (0.5 m3 - 1 cell),DIV9-11,"0,5",Data updated with each new edition of the National Inventory,
NIMES,Gard,ARMEE DE TERRE - ZT SUD - 4ème RMAT - NIMES,Déchets solides,"Dials, radium indicators (0.1 m3 - 0.1 t - 0.1 samples)",DIV9-11,"0,1",Data updated with each new edition of the National Inventory,
CROZON,Finistère,NATIONAL NAVY - LONG ISLAND BASE,MCR hors PN,Radium lightning rods (1 unit),F6-9-02,"0,004",Data updated with each new edition of the National Inventory,
