City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Plastics, rubber (11.262 t)",F3-01b,"21,9609",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Plastics, rubber (39.416 t)",F3-7-01,"10,484656",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Plastics, rubber (5.631 t)",F3-2-05,"71,28846",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Ferrous metals (98.407 t),F3-7-02,"14,367422",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Ferrous metals (7.57 t),F3-2-05,"90,6886",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Non-ferrous metals (4.772 t),F3-2-15,"6,34676",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Water filters (1.116 t),F3-01b,"2,03112",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Water filters (1.116 t),F3-2-05,"21,2598",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Settling sludge (0.722 t),F3-2-02,"4,01432",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Evaporation concentrates (0.988 t),F3-2-02,"4,9894",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Oils (3.659 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Solvents (0.463 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Organic liquids (16.932 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",APG ion exchange resins (0.786 t),F3-7-01,"0,209076",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",RPN chamber (0.41 t),F3-2-05,"4,9118",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Sonde RIC (0,059 t )",F3-2-05,"0,70682",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Leaching solutions (65.891 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Active resins (1.909 t),F3-2-03,"10,17497",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",200 liter metal drums (139 F1),F3-01b,"18,765",Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 2 m3 (32 C1),F3-2-02,64,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 110mAg, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 2 m3 (49 C1),F3-2-05,98,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 110mAg, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 2 m3 (1 C1),F3-2-03,2,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 1.2 m3 (1 C4),F3-2-05,"1,23",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal boxes of 5 m3 (4 CM5M3),F3-2-15,"16,24",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 137Cs"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal boxes of 8 m3 (1 CM8M3),F3-7-02,"1,155",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
SAINT-VULBAS,Ain,EDF - BUGEY B - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",200 liter plastic drums (257 F6),F3-7-01,"3,855",Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 63Ni, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,Source clusters (10 units),S01,0,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Ferrous metals (53.696 t),TFA-02,"103,09632",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Non-ferrous metals (74.444 t),TFA-02,"142,93248",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Engraved (26,675 t)",TFA-02,"29,07575",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Ventilation filters (17.317 t),TFA-02,"27,7072",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Iodine traps, activated carbon (8.976 t)",TFA-02,"14,98992",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Dried sludge (79.501 t),TFA-02,"79,501",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Silica, sand, corundum, shot (36.537 t)",TFA-02,"24,47979",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",APG ion exchange resins (22.681 t),TFA-02,"30,61935",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Asbestos (5.019 t),TFA-02,"50,19",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Piles, batteries (15,846 t )",TFA-02,"31,692",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Electrical and electronic waste (2.313 t),TFA-02,"2,313",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",200 liter metal drums (1 F1),TFA-02,"0,21",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",200 liter metal drums (28 F1),TFA-02,"5,88",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 110mAg, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Big-bags de 1,5 m3 (19 BB1.5)",TFA-02,"28,5",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 110mAg, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Lockers of 2.66 m3 (3 CA2),TFA-02,"7,98",Data updated with each new edition of the National Inventory,"60Co, 108mAg"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Lockers of 2.66 m3 (5 CA2),TFA-02,"13,3",Data updated with each new edition of the National Inventory,"60Co, 110mAg, 137Cs, 58Co, 108mAg"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Big-bags (1 m3) (37 BB1),TFA-02,37,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Big-bags de 1,5 m3 (123 BB1.5)",TFA-02,"184,5",Data updated with each new edition of the National Inventory,"60Co, 63Ni, 110mAg, 137Cs, 108mAg"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,Clusters (other than sources) (673 units),F2-2-03,"32,304",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,RIC glove fingers (22 cases),F2-2-03,"1,122",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,"Absorbent pencils (AIC, Pyrex, Inox) (58 cases)",F2-2-03,"42,92",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,Cluster heads (all) (30 cases),F2-2-03,"3,72",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,Miscellaneous metal parts (9 cases),F2-2-03,"0,459",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,Fuel assembly skeletons (3 units),F2-2-03,"0,174",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,Déchets de Moyenne Activité à Vie Longue entreposés en piscine,Cork bunches in cases (36 case),F2-2-03,"0,324",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Plastics, rubber (4.484 t)",F3-01b,"8,7438",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Plastics, rubber (15.695 t)",F3-7-01,"4,17487",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Plastics, rubber (2.242 t)",F3-2-05,"28,38372",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Ferrous metals (116.342 t),F3-7-02,"16,985932",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Ferrous metals (8.949 t),F3-2-05,"107,20902",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Non-ferrous metals (8.272 t),F3-2-15,"11,00176",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Water filters (1.545 t),F3-01b,"2,8119",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Water filters (1.545 t),F3-2-05,"29,43225",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Settling sludge (96.032 t),F3-2-02,"533,93792",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Evaporation concentrates (0.82 t),F3-2-02,"4,141",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Organic liquids (2.642 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Leaching solutions (6.8 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Active resins (11.054 t),F3-2-03,"58,91782",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",APG ion exchange resins (5.67 t),F3-7-01,"1,50822",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Bois, flexel (0,1 t )",F3-7-01,"0,0266",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte","Sondes RIC (0,001 t )",F3-2-05,"0,01198",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Oils (10.299 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",RPN chamber (0.198 t),F3-2-05,"2,37204",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Pumpable sludge (0.5 t),F3-7-01,"0,133",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Solvents (2.291 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",200 liter metal drums (104 F1),F3-01b,"14,04",Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal drums of 200 liters (5 F1),F3-7-01,"0,095",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 110mAg, 125Sb, 137Cs"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 2 m3 (14 C1),F3-2-02,28,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 2 m3 (24 C1),F3-2-05,48,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Concrete shells of 1.2 m3 (2 C4),F3-2-05,"2,46",Data updated with each new edition of the National Inventory,"14C, 55Fe, 60Co, 63Ni, 90Sr"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",200 liter plastic drums (211 F6),F3-7-01,"3,165",Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 137Cs, 134Cs"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal boxes of 4 m3 (13 CM4M3),F3-7-02,"8,996",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 137Cs, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal boxes of 8 m3 (7 CM8M3),F3-7-02,"3,472",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 110mAg, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal boxes of 2 m3 (2 CM2M3),F3-7-02,"0,248",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 110mAg, 58Co"
CRUAS,Ardèche,EDF - CRUAS - CNPE,"Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte",Metal boxes of 5 m3 (1 CM5M3),F3-2-15,"4,06",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"
